Date,Time,00-06-TH-01~H,00-06-TH-01~H.DateTime,00-06-TH-01~H.Flag,00-06-TH-01~T,00-06-TH-01~T.DateTime,00-06-TH-01~T.Flag,00-13-TH-01~H,00-13-TH-01~H.DateTime,00-13-TH-01~H.Flag,00-13-TH-01~T,00-13-TH-01~T.DateTime,00-13-TH-01~T.Flag,00-14-TH-01~H,00-14-TH-01~H.DateTime,00-14-TH-01~H.Flag,00-14-TH-01~T,00-14-TH-01~T.DateTime,00-14-TH-01~T.Flag
2015-09-07,19:10:00,42.4,2015-09-07 19:02:13,U,22.2,2015-09-07 19:02:13,U,36.8,2015-09-07 18:59:42,P,24.2,2015-09-07 18:59:42,P,37.6,2015-09-07 18:57:24,P,23.7,2015-09-07 18:57:24,P
2015-09-07,19:20:00,42.8,2015-09-07 19:14:30,U,22.2,2015-09-07 19:14:30,U,36.8,2015-09-07 19:17:19,U,24.2,2015-09-07 19:17:19,U,37.6,2015-09-07 18:57:24,P,23.7,2015-09-07 18:57:24,P
2015-09-07,19:30:00,42.8,2015-09-07 19:14:30,P,22.2,2015-09-07 19:14:30,P,36.8,2015-09-07 19:17:19,P,24.2,2015-09-07 19:17:19,P,37.6,2015-09-07 19:22:02,U,23.5,2015-09-07 19:22:02,U
2015-09-07,19:40:00,42.8,2015-09-07 19:37:19,U,22.1,2015-09-07 19:37:19,U,36.8,2015-09-07 19:34:56,U,24,2015-09-07 19:34:56,U,38,2015-09-07 19:34:21,U,23.4,2015-09-07 19:34:21,U
2015-09-07,19:50:00,42.8,2015-09-07 19:49:36,U,21.9,2015-09-07 19:49:36,U,36.8,2015-09-07 19:34:56,P,24,2015-09-07 19:34:56,P,38.4,2015-09-07 19:48:25,U,23.2,2015-09-07 19:48:25,U
2015-09-07,20:00:00,42.8,2015-09-07 19:49:36,P,21.9,2015-09-07 19:49:36,P,37.2,2015-09-07 19:57:50,U,23.8,2015-09-07 19:57:50,U,38.4,2015-09-07 19:48:25,P,23.2,2015-09-07 19:48:25,P
2015-09-07,20:10:00,43.2,2015-09-07 20:03:38,U,21.9,2015-09-07 20:03:38,U,37.2,2015-09-07 19:57:50,P,23.8,2015-09-07 19:57:50,P,39.2,2015-09-07 20:04:15,U,23.2,2015-09-07 20:04:15,U
2015-09-07,20:20:00,43.2,2015-09-07 20:03:38,P,21.9,2015-09-07 20:03:38,P,37.2,2015-09-07 20:11:55,U,23.8,2015-09-07 20:11:55,U,39.6,2015-09-07 20:18:19,U,23,2015-09-07 20:18:19,U
2015-09-07,20:30:00,44,2015-09-07 20:26:26,U,21.6,2015-09-07 20:26:26,U,37.2,2015-09-07 20:11:55,P,23.8,2015-09-07 20:11:55,P,39.6,2015-09-07 20:18:19,P,23,2015-09-07 20:18:19,P
2015-09-07,20:40:00,44,2015-09-07 20:26:26,P,21.6,2015-09-07 20:26:26,P,37.6,2015-09-07 20:33:03,U,23.7,2015-09-07 20:33:03,U,40,2015-09-07 20:34:09,U,23,2015-09-07 20:34:09,U
2015-09-07,20:50:00,44.4,2015-09-07 20:47:30,U,21.4,2015-09-07 20:47:30,U,37.6,2015-09-07 20:33:03,P,23.7,2015-09-07 20:33:03,P,40,2015-09-07 20:46:27,U,22.9,2015-09-07 20:46:27,U
2015-09-07,21:00:00,44.4,2015-09-07 20:47:30,P,21.4,2015-09-07 20:47:30,P,37.6,2015-09-07 20:55:57,U,23.4,2015-09-07 20:55:57,U,40,2015-09-07 20:46:27,P,22.9,2015-09-07 20:46:27,P
2015-09-07,21:10:00,44.4,2015-09-07 21:05:02,U,21.3,2015-09-07 21:05:02,U,37.6,2015-09-07 20:55:57,P,23.4,2015-09-07 20:55:57,P,40,2015-09-07 21:02:17,U,22.9,2015-09-07 21:02:17,U
2015-09-07,21:20:00,44.4,2015-09-07 21:05:02,P,21.3,2015-09-07 21:05:02,P,37.6,2015-09-07 20:55:57,P,23.4,2015-09-07 20:55:57,P,40,2015-09-07 21:16:21,U,22.7,2015-09-07 21:16:21,U
2015-09-07,21:30:00,44.8,2015-09-07 21:26:05,U,21.1,2015-09-07 21:26:05,U,38,2015-09-07 21:20:36,U,23.4,2015-09-07 21:20:36,U,40,2015-09-07 21:16:21,P,22.7,2015-09-07 21:16:21,P
2015-09-07,21:40:00,45.2,2015-09-07 21:38:22,U,21.1,2015-09-07 21:38:22,U,38,2015-09-07 21:20:36,P,23.4,2015-09-07 21:20:36,P,40.8,2015-09-07 21:37:28,U,22.6,2015-09-07 21:37:28,U
2015-09-07,21:50:00,45.2,2015-09-07 21:38:22,P,21.1,2015-09-07 21:38:22,P,38.4,2015-09-07 21:41:44,U,23.2,2015-09-07 21:41:44,U,40.8,2015-09-07 21:49:46,U,22.6,2015-09-07 21:49:46,U
2015-09-07,22:00:00,45.6,2015-09-07 21:59:25,U,21,2015-09-07 21:59:25,U,38.4,2015-09-07 21:41:44,P,23.2,2015-09-07 21:41:44,P,40.8,2015-09-07 21:49:46,P,22.6,2015-09-07 21:49:46,P
2015-09-07,22:10:00,45.6,2015-09-07 21:59:25,P,21,2015-09-07 21:59:25,P,38.8,2015-09-07 22:06:23,U,23,2015-09-07 22:06:23,U,40.8,2015-09-07 21:49:46,P,22.6,2015-09-07 21:49:46,P
2015-09-07,22:20:00,46,2015-09-07 22:15:12,U,20.8,2015-09-07 22:15:12,U,38.8,2015-09-07 22:06:23,P,23,2015-09-07 22:06:23,P,41.2,2015-09-07 22:12:38,U,22.4,2015-09-07 22:12:38,U
2015-09-07,22:30:00,46,2015-09-07 22:15:12,P,20.8,2015-09-07 22:15:12,P,38.8,2015-09-07 22:20:29,U,23,2015-09-07 22:20:29,U,41.2,2015-09-07 22:24:56,U,22.4,2015-09-07 22:24:56,U
2015-09-07,22:40:00,46,2015-09-07 22:34:30,U,20.8,2015-09-07 22:34:30,U,38.8,2015-09-07 22:20:29,P,23,2015-09-07 22:20:29,P,41.6,2015-09-07 22:37:15,U,22.4,2015-09-07 22:37:15,U
2015-09-07,22:50:00,46.4,2015-09-07 22:46:47,U,20.6,2015-09-07 22:46:47,U,39.2,2015-09-07 22:45:08,U,23,2015-09-07 22:45:08,U,41.6,2015-09-07 22:37:15,P,22.4,2015-09-07 22:37:15,P
2015-09-07,23:00:00,46.4,2015-09-07 22:46:47,P,20.6,2015-09-07 22:46:47,P,39.2,2015-09-07 22:57:28,U,23,2015-09-07 22:57:28,U,41.2,2015-09-07 22:58:21,U,22.2,2015-09-07 22:58:21,U
2015-09-07,23:10:00,46,2015-09-07 23:09:35,U,20.6,2015-09-07 23:09:35,U,39.2,2015-09-07 22:57:28,P,23,2015-09-07 22:57:28,P,41.2,2015-09-07 22:58:21,P,22.2,2015-09-07 22:58:21,P
2015-09-07,23:20:00,46,2015-09-07 23:09:35,P,20.6,2015-09-07 23:09:35,P,39.2,2015-09-07 23:18:35,U,22.9,2015-09-07 23:18:35,U,41.6,2015-09-07 23:14:10,U,22.1,2015-09-07 23:14:10,U
2015-09-07,23:30:00,46.4,2015-09-07 23:21:51,U,20.6,2015-09-07 23:21:51,U,39.2,2015-09-07 23:18:35,P,22.9,2015-09-07 23:18:35,P,41.6,2015-09-07 23:14:10,P,22.1,2015-09-07 23:14:10,P
2015-09-07,23:40:00,46.4,2015-09-07 23:34:08,U,20.5,2015-09-07 23:34:08,U,39.2,2015-09-07 23:18:35,P,22.9,2015-09-07 23:18:35,P,42,2015-09-07 23:35:16,U,22.1,2015-09-07 23:35:16,U
2015-09-07,23:50:00,46.4,2015-09-07 23:34:08,P,20.5,2015-09-07 23:34:08,P,39.6,2015-09-07 23:41:29,U,22.7,2015-09-07 23:41:29,U,42,2015-09-07 23:35:16,P,22.1,2015-09-07 23:35:16,P
2015-09-08,00:00:00,46.8,2015-09-07 23:53:25,U,20.5,2015-09-07 23:53:25,U,39.6,2015-09-07 23:41:29,P,22.7,2015-09-07 23:41:29,P,42,2015-09-07 23:51:05,U,22.1,2015-09-07 23:51:05,U
2015-09-08,00:10:00,46.8,2015-09-07 23:53:25,P,20.5,2015-09-07 23:53:25,P,39.6,2015-09-08 00:00:51,U,22.7,2015-09-08 00:00:51,U,42,2015-09-08 00:08:40,U,22.1,2015-09-08 00:08:40,U
2015-09-08,00:20:00,46.8,2015-09-08 00:10:58,U,20.5,2015-09-08 00:10:58,U,39.6,2015-09-08 00:16:42,U,22.7,2015-09-08 00:16:42,U,42,2015-09-08 00:08:40,P,22.1,2015-09-08 00:08:40,P
2015-09-08,00:30:00,46.8,2015-09-08 00:26:45,U,20.3,2015-09-08 00:26:45,U,39.6,2015-09-08 00:16:42,P,22.7,2015-09-08 00:16:42,P,42,2015-09-08 00:22:44,U,22.1,2015-09-08 00:22:44,U
2015-09-08,00:40:00,47.2,2015-09-08 00:39:01,U,20.3,2015-09-08 00:39:01,U,40,2015-09-08 00:30:47,U,22.7,2015-09-08 00:30:47,U,42,2015-09-08 00:22:44,P,22.1,2015-09-08 00:22:44,P
2015-09-08,00:50:00,47.2,2015-09-08 00:39:01,P,20.3,2015-09-08 00:39:01,P,40,2015-09-08 00:30:47,P,22.7,2015-09-08 00:30:47,P,42.4,2015-09-08 00:47:21,U,21.9,2015-09-08 00:47:21,U
2015-09-08,01:00:00,47.2,2015-09-08 00:58:18,U,20.3,2015-09-08 00:58:18,U,40,2015-09-08 00:55:26,U,22.6,2015-09-08 00:55:26,U,42.4,2015-09-08 00:47:21,P,21.9,2015-09-08 00:47:21,P
2015-09-08,01:10:00,47.2,2015-09-08 00:58:18,P,20.3,2015-09-08 00:58:18,P,40,2015-09-08 00:55:26,P,22.6,2015-09-08 00:55:26,P,42.4,2015-09-08 01:03:10,U,21.9,2015-09-08 01:03:10,U
2015-09-08,01:20:00,47.2,2015-09-08 01:17:36,U,20.2,2015-09-08 01:17:36,U,40,2015-09-08 01:18:19,U,22.6,2015-09-08 01:18:19,U,42.4,2015-09-08 01:03:10,P,21.9,2015-09-08 01:03:10,P
2015-09-08,01:30:00,47.2,2015-09-08 01:17:36,P,20.2,2015-09-08 01:17:36,P,40,2015-09-08 01:18:19,P,22.6,2015-09-08 01:18:19,P,42.4,2015-09-08 01:22:30,U,21.9,2015-09-08 01:22:30,U
2015-09-08,01:40:00,47.2,2015-09-08 01:17:36,P,20.2,2015-09-08 01:17:36,P,40.4,2015-09-08 01:32:24,U,22.6,2015-09-08 01:32:24,U,42.8,2015-09-08 01:38:20,U,21.8,2015-09-08 01:38:20,U
2015-09-08,01:50:00,47.2,2015-09-08 01:42:09,U,20,2015-09-08 01:42:09,U,40.4,2015-09-08 01:44:44,U,22.4,2015-09-08 01:44:44,U,42.8,2015-09-08 01:38:20,P,21.8,2015-09-08 01:38:20,P
2015-09-08,02:00:00,47.2,2015-09-08 01:42:09,P,20,2015-09-08 01:42:09,P,40.4,2015-09-08 01:44:44,P,22.4,2015-09-08 01:44:44,P,42.8,2015-09-08 01:38:20,P,21.8,2015-09-08 01:38:20,P
2015-09-08,02:10:00,47.6,2015-09-08 02:01:26,U,20.2,2015-09-08 02:01:26,U,40.4,2015-09-08 02:09:23,U,22.4,2015-09-08 02:09:23,U,42.8,2015-09-08 02:02:56,U,21.8,2015-09-08 02:02:56,U
2015-09-08,02:20:00,47.6,2015-09-08 02:01:26,P,20.2,2015-09-08 02:01:26,P,40.4,2015-09-08 02:09:23,P,22.4,2015-09-08 02:09:23,P,42.8,2015-09-08 02:18:46,U,21.8,2015-09-08 02:18:46,U
2015-09-08,02:30:00,47.6,2015-09-08 02:25:59,U,20,2015-09-08 02:25:59,U,40.4,2015-09-08 02:09:23,P,22.4,2015-09-08 02:09:23,P,42.8,2015-09-08 02:18:46,P,21.8,2015-09-08 02:18:46,P
2015-09-08,02:40:00,47.6,2015-09-08 02:25:59,P,20,2015-09-08 02:25:59,P,40.8,2015-09-08 02:32:16,U,22.4,2015-09-08 02:32:16,U,43.2,2015-09-08 02:34:35,U,21.8,2015-09-08 02:34:35,U
2015-09-08,02:50:00,47.6,2015-09-08 02:25:59,P,20,2015-09-08 02:25:59,P,40.8,2015-09-08 02:49:53,U,22.2,2015-09-08 02:49:53,U,43.2,2015-09-08 02:34:35,P,21.8,2015-09-08 02:34:35,P
2015-09-08,03:00:00,47.6,2015-09-08 02:50:32,U,20,2015-09-08 02:50:32,U,40.8,2015-09-08 02:49:53,P,22.2,2015-09-08 02:49:53,P,43.2,2015-09-08 02:52:10,U,21.6,2015-09-08 02:52:10,U
2015-09-08,03:10:00,47.6,2015-09-08 02:50:32,P,20,2015-09-08 02:50:32,P,40.8,2015-09-08 02:49:53,P,22.2,2015-09-08 02:49:53,P,43.2,2015-09-08 02:52:10,P,21.6,2015-09-08 02:52:10,P
2015-09-08,03:20:00,48,2015-09-08 03:13:20,U,19.8,2015-09-08 03:13:20,U,40.8,2015-09-08 03:11:00,U,22.4,2015-09-08 03:11:00,U,43.2,2015-09-08 03:11:30,U,21.6,2015-09-08 03:11:30,U
2015-09-08,03:30:00,48,2015-09-08 03:29:06,U,19.8,2015-09-08 03:29:06,U,40.8,2015-09-08 03:25:05,U,22.2,2015-09-08 03:25:05,U,43.2,2015-09-08 03:11:30,P,21.6,2015-09-08 03:11:30,P
2015-09-08,03:40:00,48,2015-09-08 03:29:06,P,19.8,2015-09-08 03:29:06,P,40.8,2015-09-08 03:25:05,P,22.2,2015-09-08 03:25:05,P,43.2,2015-09-08 03:34:21,U,21.6,2015-09-08 03:34:21,U
2015-09-08,03:50:00,48,2015-09-08 03:48:24,U,19.8,2015-09-08 03:48:24,U,41.2,2015-09-08 03:47:59,U,22.2,2015-09-08 03:47:59,U,43.2,2015-09-08 03:34:21,P,21.6,2015-09-08 03:34:21,P
2015-09-08,04:00:00,48,2015-09-08 03:48:24,P,19.8,2015-09-08 03:48:24,P,41.2,2015-09-08 03:47:59,P,22.2,2015-09-08 03:47:59,P,43.2,2015-09-08 03:51:56,U,21.4,2015-09-08 03:51:56,U
2015-09-08,04:10:00,47.6,2015-09-08 04:07:41,U,19.7,2015-09-08 04:07:41,U,41.2,2015-09-08 04:09:06,U,22.2,2015-09-08 04:09:06,U,43.2,2015-09-08 04:07:45,U,21.4,2015-09-08 04:07:45,U
2015-09-08,04:20:00,47.6,2015-09-08 04:07:41,P,19.7,2015-09-08 04:07:41,P,41.2,2015-09-08 04:09:06,P,22.2,2015-09-08 04:09:06,P,43.2,2015-09-08 04:07:45,P,21.4,2015-09-08 04:07:45,P
2015-09-08,04:30:00,48,2015-09-08 04:28:43,U,19.7,2015-09-08 04:28:43,U,41.2,2015-09-08 04:26:43,U,22.1,2015-09-08 04:26:43,U,43.2,2015-09-08 04:07:45,P,21.4,2015-09-08 04:07:45,P
2015-09-08,04:40:00,48,2015-09-08 04:28:43,P,19.7,2015-09-08 04:28:43,P,41.2,2015-09-08 04:39:02,U,22.1,2015-09-08 04:39:02,U,43.6,2015-09-08 04:32:22,U,21.4,2015-09-08 04:32:22,U
2015-09-08,04:50:00,48,2015-09-08 04:28:43,P,19.7,2015-09-08 04:28:43,P,41.2,2015-09-08 04:39:02,P,22.1,2015-09-08 04:39:02,P,44,2015-09-08 04:46:25,U,21.3,2015-09-08 04:46:25,U
2015-09-08,05:00:00,48.4,2015-09-08 04:51:31,U,19.7,2015-09-08 04:51:31,U,41.2,2015-09-08 04:51:22,U,22.1,2015-09-08 04:51:22,U,44,2015-09-08 04:46:25,P,21.3,2015-09-08 04:46:25,P
2015-09-08,05:10:00,48.4,2015-09-08 04:51:31,P,19.7,2015-09-08 04:51:31,P,41.2,2015-09-08 05:03:41,U,22.1,2015-09-08 05:03:41,U,44,2015-09-08 05:05:45,U,21.4,2015-09-08 05:05:45,U
2015-09-08,05:20:00,48.4,2015-09-08 05:12:33,U,19.5,2015-09-08 05:12:33,U,41.2,2015-09-08 05:03:41,P,22.1,2015-09-08 05:03:41,P,44,2015-09-08 05:05:45,P,21.4,2015-09-08 05:05:45,P
2015-09-08,05:30:00,48.4,2015-09-08 05:12:33,P,19.5,2015-09-08 05:12:33,P,41.6,2015-09-08 05:24:49,U,22.1,2015-09-08 05:24:49,U,44,2015-09-08 05:26:51,U,21.3,2015-09-08 05:26:51,U
2015-09-08,05:40:00,48.4,2015-09-08 05:37:06,U,19.7,2015-09-08 05:37:06,U,41.6,2015-09-08 05:24:49,P,22.1,2015-09-08 05:24:49,P,44,2015-09-08 05:39:09,U,21.3,2015-09-08 05:39:09,U
2015-09-08,05:50:00,48.4,2015-09-08 05:37:06,P,19.7,2015-09-08 05:37:06,P,41.6,2015-09-08 05:45:56,U,22.1,2015-09-08 05:45:56,U,44,2015-09-08 05:39:09,P,21.3,2015-09-08 05:39:09,P
2015-09-08,06:00:00,48.4,2015-09-08 05:52:53,U,19.5,2015-09-08 05:52:53,U,41.6,2015-09-08 05:45:56,P,22.1,2015-09-08 05:45:56,P,44,2015-09-08 05:56:44,U,21.3,2015-09-08 05:56:44,U
2015-09-08,06:10:00,48.4,2015-09-08 05:52:53,P,19.5,2015-09-08 05:52:53,P,41.6,2015-09-08 06:05:18,U,22.1,2015-09-08 06:05:18,U,44,2015-09-08 05:56:44,P,21.3,2015-09-08 05:56:44,P
2015-09-08,06:20:00,48.4,2015-09-08 06:17:25,U,19.5,2015-09-08 06:17:25,U,41.6,2015-09-08 06:05:18,P,22.1,2015-09-08 06:05:18,P,44,2015-09-08 06:12:33,U,21.3,2015-09-08 06:12:33,U
2015-09-08,06:30:00,48.4,2015-09-08 06:17:25,P,19.5,2015-09-08 06:17:25,P,41.6,2015-09-08 06:24:40,U,22.1,2015-09-08 06:24:40,U,44,2015-09-08 06:24:51,U,21.3,2015-09-08 06:24:51,U
2015-09-08,06:40:00,48.4,2015-09-08 06:17:25,P,19.5,2015-09-08 06:17:25,P,41.6,2015-09-08 06:24:40,P,22.1,2015-09-08 06:24:40,P,44,2015-09-08 06:24:51,P,21.3,2015-09-08 06:24:51,P
2015-09-08,06:50:00,48.4,2015-09-08 06:41:58,U,19.5,2015-09-08 06:41:58,U,42,2015-09-08 06:45:47,U,21.9,2015-09-08 06:45:47,U,44.4,2015-09-08 06:47:42,U,21.3,2015-09-08 06:47:42,U
2015-09-08,07:00:00,48.8,2015-09-08 06:59:30,U,19.5,2015-09-08 06:59:30,U,42,2015-09-08 06:45:47,P,21.9,2015-09-08 06:45:47,P,44.4,2015-09-08 06:47:42,P,21.3,2015-09-08 06:47:42,P
2015-09-08,07:10:00,48.8,2015-09-08 06:59:30,P,19.5,2015-09-08 06:59:30,P,42,2015-09-08 07:01:38,U,21.9,2015-09-08 07:01:38,U,44.4,2015-09-08 06:47:42,P,21.3,2015-09-08 06:47:42,P
2015-09-08,07:20:00,48.8,2015-09-08 07:18:47,U,19.4,2015-09-08 07:18:47,U,42,2015-09-08 07:13:58,U,21.9,2015-09-08 07:13:58,U,44.4,2015-09-08 07:12:19,U,21.1,2015-09-08 07:12:19,U
2015-09-08,07:30:00,48.8,2015-09-08 07:18:47,P,19.4,2015-09-08 07:18:47,P,42,2015-09-08 07:13:58,P,21.9,2015-09-08 07:13:58,P,44.8,2015-09-08 07:28:08,U,21.1,2015-09-08 07:28:08,U
2015-09-08,07:40:00,48.8,2015-09-08 07:18:47,P,19.4,2015-09-08 07:18:47,P,42,2015-09-08 07:36:51,U,21.8,2015-09-08 07:36:51,U,44.8,2015-09-08 07:28:08,P,21.1,2015-09-08 07:28:08,P
2015-09-08,07:50:00,49.2,2015-09-08 07:43:20,U,19.4,2015-09-08 07:43:20,U,42,2015-09-08 07:36:51,P,21.8,2015-09-08 07:36:51,P,44.8,2015-09-08 07:43:57,U,21.1,2015-09-08 07:43:57,U
2015-09-08,08:00:00,49.2,2015-09-08 07:57:21,U,19.4,2015-09-08 07:57:21,U,42,2015-09-08 07:56:12,U,21.8,2015-09-08 07:56:12,U,44.8,2015-09-08 07:58:01,U,21,2015-09-08 07:58:01,U
2015-09-08,08:10:00,48.8,2015-09-08 08:09:38,U,19.5,2015-09-08 08:09:38,U,42,2015-09-08 07:56:12,P,21.8,2015-09-08 07:56:12,P,44.8,2015-09-08 07:58:01,P,21,2015-09-08 07:58:01,P
2015-09-08,08:20:00,48.8,2015-09-08 08:09:38,P,19.5,2015-09-08 08:09:38,P,42,2015-09-08 08:17:20,U,21.8,2015-09-08 08:17:20,U,44.8,2015-09-08 07:58:01,P,21,2015-09-08 07:58:01,P
2015-09-08,08:30:00,48.8,2015-09-08 08:25:24,U,19.5,2015-09-08 08:25:24,U,42,2015-09-08 08:17:20,P,21.8,2015-09-08 08:17:20,P,44.8,2015-09-08 08:20:51,U,21.1,2015-09-08 08:20:51,U
2015-09-08,08:40:00,48.8,2015-09-08 08:25:24,P,19.5,2015-09-08 08:25:24,P,42,2015-09-08 08:34:56,U,21.8,2015-09-08 08:34:56,U,45.6,2015-09-08 08:33:10,U,21.6,2015-09-08 08:33:10,U
2015-09-08,08:50:00,49.2,2015-09-08 08:41:11,U,19.8,2015-09-08 08:41:11,U,42,2015-09-08 08:34:56,P,21.8,2015-09-08 08:34:56,P,45.6,2015-09-08 08:33:10,P,21.6,2015-09-08 08:33:10,P
2015-09-08,09:00:00,49.6,2015-09-08 08:53:28,U,20,2015-09-08 08:53:28,U,42.8,2015-09-08 08:54:18,U,21.9,2015-09-08 08:54:18,U,46.4,2015-09-08 08:50:44,U,21.9,2015-09-08 08:50:44,U
2015-09-08,09:10:00,49.6,2015-09-08 08:53:28,P,20,2015-09-08 08:53:28,P,42.8,2015-09-08 08:54:18,P,21.9,2015-09-08 08:54:18,P,46.4,2015-09-08 09:04:48,U,22.1,2015-09-08 09:04:48,U
2015-09-08,09:20:00,49.6,2015-09-08 09:16:16,U,20.3,2015-09-08 09:16:16,U,43.2,2015-09-08 09:10:09,U,22.2,2015-09-08 09:10:09,U,46.4,2015-09-08 09:04:48,P,22.1,2015-09-08 09:04:48,P
2015-09-08,09:30:00,49.6,2015-09-08 09:16:16,P,20.3,2015-09-08 09:16:16,P,43.2,2015-09-08 09:10:09,P,22.2,2015-09-08 09:10:09,P,46.8,2015-09-08 09:29:25,U,22.4,2015-09-08 09:29:25,U
2015-09-08,09:40:00,49.6,2015-09-08 09:39:04,U,20.5,2015-09-08 09:39:04,U,43.2,2015-09-08 09:33:02,U,22.4,2015-09-08 09:33:02,U,46.8,2015-09-08 09:29:25,P,22.4,2015-09-08 09:29:25,P
2015-09-08,09:50:00,49.6,2015-09-08 09:39:04,P,20.5,2015-09-08 09:39:04,P,43.2,2015-09-08 09:33:02,P,22.4,2015-09-08 09:33:02,P,46.4,2015-09-08 09:48:46,U,22.6,2015-09-08 09:48:46,U
2015-09-08,10:00:00,49.2,2015-09-08 09:58:21,U,20.6,2015-09-08 09:58:21,U,43.2,2015-09-08 09:50:39,U,22.6,2015-09-08 09:50:39,U,46.4,2015-09-08 09:48:46,P,22.6,2015-09-08 09:48:46,P
2015-09-08,10:10:00,49.2,2015-09-08 09:58:21,P,20.6,2015-09-08 09:58:21,P,43.2,2015-09-08 10:08:15,U,22.6,2015-09-08 10:08:15,U,46,2015-09-08 10:06:21,U,22.7,2015-09-08 10:06:21,U
2015-09-08,10:20:00,49.6,2015-09-08 10:19:24,U,21,2015-09-08 10:19:24,U,43.2,2015-09-08 10:08:15,P,22.6,2015-09-08 10:08:15,P,46,2015-09-08 10:06:21,P,22.7,2015-09-08 10:06:21,P
2015-09-08,10:30:00,49.6,2015-09-08 10:19:24,P,21,2015-09-08 10:19:24,P,43.2,2015-09-08 10:08:15,P,22.6,2015-09-08 10:08:15,P,46.4,2015-09-08 10:22:11,U,22.9,2015-09-08 10:22:11,U
2015-09-08,10:40:00,50,2015-09-08 10:36:57,U,21.1,2015-09-08 10:36:57,U,43.2,2015-09-08 10:31:09,U,22.7,2015-09-08 10:31:09,U,46.4,2015-09-08 10:36:15,U,22.9,2015-09-08 10:36:15,U
2015-09-08,10:50:00,50,2015-09-08 10:36:57,P,21.1,2015-09-08 10:36:57,P,43.6,2015-09-08 10:43:28,U,22.9,2015-09-08 10:43:28,U,46.4,2015-09-08 10:36:15,P,22.9,2015-09-08 10:36:15,P
2015-09-08,11:00:00,50,2015-09-08 10:56:15,U,21,2015-09-08 10:56:15,U,43.6,2015-09-08 10:43:28,P,22.9,2015-09-08 10:43:28,P,46,2015-09-08 10:50:20,U,22.9,2015-09-08 10:50:20,U
2015-09-08,11:10:00,50,2015-09-08 10:56:15,P,21,2015-09-08 10:56:15,P,43.6,2015-09-08 11:08:07,U,23,2015-09-08 11:08:07,U,46.4,2015-09-08 11:07:55,U,23,2015-09-08 11:07:55,U
2015-09-08,11:20:00,50,2015-09-08 10:56:15,P,21,2015-09-08 10:56:15,P,43.6,2015-09-08 11:08:07,P,23,2015-09-08 11:08:07,P,46.4,2015-09-08 11:07:55,P,23,2015-09-08 11:07:55,P
2015-09-08,11:30:00,49.6,2015-09-08 11:20:48,U,21,2015-09-08 11:20:48,U,43.6,2015-09-08 11:29:16,U,23.2,2015-09-08 11:29:16,U,46.8,2015-09-08 11:23:45,U,23.2,2015-09-08 11:23:45,U
2015-09-08,11:40:00,49.6,2015-09-08 11:20:48,P,21,2015-09-08 11:20:48,P,43.6,2015-09-08 11:29:16,P,23.2,2015-09-08 11:29:16,P,46,2015-09-08 11:36:04,U,23.2,2015-09-08 11:36:04,U
2015-09-08,11:50:00,49.2,2015-09-08 11:43:37,U,20.8,2015-09-08 11:43:37,U,43.2,2015-09-08 11:48:38,U,23.4,2015-09-08 11:48:38,U,46,2015-09-08 11:36:04,P,23.2,2015-09-08 11:36:04,P
2015-09-08,12:00:00,49.2,2015-09-08 11:43:37,P,20.8,2015-09-08 11:43:37,P,43.2,2015-09-08 11:48:38,P,23.4,2015-09-08 11:48:38,P,44.8,2015-09-08 11:53:39,U,23.5,2015-09-08 11:53:39,U
2015-09-08,12:10:00,49.2,2015-09-08 11:43:37,P,20.8,2015-09-08 11:43:37,P,43.2,2015-09-08 12:08:01,U,23.2,2015-09-08 12:08:01,U,44.8,2015-09-08 11:53:39,P,23.5,2015-09-08 11:53:39,P
2015-09-08,12:20:00,48.8,2015-09-08 12:16:56,U,21,2015-09-08 12:16:56,U,43.2,2015-09-08 12:08:01,P,23.2,2015-09-08 12:08:01,P,44.8,2015-09-08 12:11:15,U,23.5,2015-09-08 12:11:15,U
2015-09-08,12:30:00,48.8,2015-09-08 12:16:56,P,21,2015-09-08 12:16:56,P,43.2,2015-09-08 12:20:20,U,23.4,2015-09-08 12:20:20,U,44.4,2015-09-08 12:28:50,U,23.7,2015-09-08 12:28:50,U
2015-09-08,12:40:00,48,2015-09-08 12:39:45,U,21.3,2015-09-08 12:39:45,U,42.8,2015-09-08 12:37:57,U,23.4,2015-09-08 12:37:57,U,44.4,2015-09-08 12:28:50,P,23.7,2015-09-08 12:28:50,P
2015-09-08,12:50:00,48,2015-09-08 12:39:45,P,21.3,2015-09-08 12:39:45,P,42.8,2015-09-08 12:37:57,P,23.4,2015-09-08 12:37:57,P,44,2015-09-08 12:42:55,U,23.5,2015-09-08 12:42:55,U
2015-09-08,13:00:00,48,2015-09-08 12:57:17,U,21.1,2015-09-08 12:57:17,U,42.8,2015-09-08 12:52:02,U,23.4,2015-09-08 12:52:02,U,43.6,2015-09-08 12:55:14,U,23.5,2015-09-08 12:55:14,U
2015-09-08,13:10:00,48,2015-09-08 12:57:17,P,21.1,2015-09-08 12:57:17,P,42.4,2015-09-08 13:09:39,U,23.4,2015-09-08 13:09:39,U,43.6,2015-09-08 12:55:14,P,23.5,2015-09-08 12:55:14,P
2015-09-08,13:20:00,48,2015-09-08 13:18:20,U,21.1,2015-09-08 13:18:20,U,42.4,2015-09-08 13:09:39,P,23.4,2015-09-08 13:09:39,P,44,2015-09-08 13:14:35,U,23.5,2015-09-08 13:14:35,U
